Address,info_a,info_b,price,size
"Henrik Lättiläisen katu 6, Viikinmäki, Helsinki","
				Kerrostalo, 2010
			","
				3h+k+s+terassi
			","
44 861 €


","

44 861 €




73 m²



"
"Kiviteltankatu 9, Viikinmäki, Helsinki","
				Kerrostalo, 2002
			","
				2H+KK+S
			","
22 256 €


","

22 256 €




51,5 m²



"
"Pihlajatie 40, Meilahti, Helsinki","
				Kerrostalo, 1946
			","
				2 h, kk, kph
			","
277 000 €


","

277 000 €




43 m²



"
"Limingantie 50 B, Kumpula, Helsinki","
				Puutalo-osake, 1937
			","
				3h, avok., kph
			","
273 500 €


","

273 500 €




60 m²



"
"Limingantie 50 A, Kumpula, Helsinki","
				Puutalo-osake, 1937
			","
				2h, kph
			","
179 000 €


","

179 000 €




40 m²



"
"Hämeentie 7 B, Hakaniemi, Helsinki","
				Kerrostalo, 1985
			","
				3h+k+s
			","
398 000 €


","

398 000 €




69,5 m²



"
"Minna Canthin katu 1 A, Taka-Töölö, Helsinki","
				Kerrostalo, 1936
			","
				3h+k, 2 wc
			","
395 000 €


","

395 000 €




58 m²



"
"Kaljaasi Fortunan katu 1 C, Kalasatama, Helsinki","
				Kerrostalo, 2021
			","
				2h+k+kph+et+las.parv
			","
339 000 €


","

339 000 €




38 m²



"
"Birger Kaipiaisen piha 3 A, Arabianranta, Helsinki","
				Kerrostalo, 2007
			","
				2h+k+s (yhtiöjärjestyksen mukaan 2h+k+s)
			","
485 000 €


","

485 000 €




65,5 m²



"
"Puustellinpolku 12 B, Kaarela/Malminkartano, Helsinki","
				Kerrostalo, 1982
			","
				3h+k
			","
174 000 €


","

174 000 €




72 m²



"
"Valssimyllynkatu 19 A1, Myllypuro, Helsinki","
				Rivitalo, 2023
			","
				3h+k+s+kylmä varastotila 4 m2
			","
396 375 €


","

396 375 €




75,5 m²



"
"Laivalahdenkaari 26 C, Herttoniemi, Helsinki","
				Kerrostalo, 1999
			","
				2h+kk+s+parv
			","
289 000 €


","

289 000 €




45 m²



"
"Museokatu 35 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1928
			","
				2h, avokeittiö, kph
			","
557 000 €


","

557 000 €




70 m²



"
"Bulevardi 17, Kamppi, Helsinki","
				Kerrostalo, 1905
			","
				2h, alkovi, k, kph, halli
			","
719 000 €


","

719 000 €




82 m²



"
"Puistokatu 7 a, Ullanlinna, Helsinki","
				Kerrostalo, 1938
			","
				2h, kk, kph, parveke
			","
499 000 €


","

499 000 €




49 m²



"
"Kalasatamankatu 32, Verkkosaari, Helsinki","
				Kerrostalo, 2024
			","
				2h + avok + p
			","
265 895 €


","

265 895 €




40,5 m²



"
"Naapurintie 10 B, Kontula, Helsinki","
				Kerrostalo, 1966
			","
				3h+k+kph+wc+las.parv
			","
170 000 €


","

170 000 €




77,5 m²



"
"Telttakuja 3, Suurmetsä, Helsinki","
				Kerrostalo, 2014
			","
				2h+kt+s
			","
35 847 €


","

35 847 €




49 m²



"
"Muinaisrannantie 7, Mellunkylä, Helsinki","
				Luhtitalo, 2019
			","
				2h+kt
			","
31 941 €


","

31 941 €




43 m²



"
"Lohkarekuja 1, Kivikko, Helsinki","
				Kerrostalo, 1994
			","
				2H+KK+S
			","
15 357 €


","

15 357 €




49 m²



"
"Alppikylänkatu 2, Suurmetsä, Helsinki","
				Kerrostalo, 2010
			","
				2h+k
			","
31 866 €


","

31 866 €




50 m²



"
"Krister Juutin polku 4, Viikki, Helsinki","
				Kerrostalo, 1997
			","
				2H+KK+S
			","
17 451 €


","

17 451 €




47 m²



"
"Eteläinen Hesperiankatu 12, Etu-Töölö, Helsinki","
				Kerrostalo, 1935
			","
				3h, halli, k, kph/wc, eteinen
			","
495 000 €


","

495 000 €




91 m²



"
"Jaalaranta 10, Ruoholahti, Helsinki","
				Kerrostalo, 1996
			","
				3H+KK+S
			","
21 790 €


","

21 790 €




69 m²



"
"Kappelinpiha 6 B, Koskela, Helsinki","
				Kerrostalo, 2021
			","
				2h,kt
			","
49 500 €


","

49 500 €




45,5 m²



"
"Kulmavuorenkatu 5, Sörnäinen, Helsinki","
				Kerrostalo, 1926
			","
				2h+kk+eteinen+wc+suihkuhuone+parvi
			","
318 000 €


","

318 000 €




54,5 m²



"
"Tunturikatu 1 C, Etu-Töölö, Helsinki","
				Kerrostalo, 1912
			","
				2h, k, kph (2h+k+kph)
			","
529 000 €


","

529 000 €




67 m²



"
"Päivärinnankatu 3 D, Töölö, Helsinki","
				Kerrostalo, 1939
			","
				2h, kk, kph
			","
368 000 €


","

368 000 €




47 m²



"
"Laajasuontie 6 B, Etelä-Haaga, Helsinki","
				Kerrostalo, 1955
			","
				2h, k, kph, parveke
			","
269 000 €


","

269 000 €




50 m²



"
"Sotkatie 5 A, Lauttasaari, Helsinki","
				Kerrostalo, 1972
			","
				2h, k, kph, parveke (yj: 2h+k+kph)
			","
339 000 €


","

339 000 €




51 m²



"
"Huovitie 4, Haaga, Helsinki","
				Kerrostalo, 1954
			","
				2h, kk, kph, parveke
			","
249 000 €


","

249 000 €




45,5 m²



"
"Puustellinpolku 16, Kaarela, Helsinki","
				Kerrostalo, 1985
			","
				3h + avok + kph + s + erill. wc + p
			","
229 000 €


","

229 000 €




80 m²



"
"Satakielentie 10 as 1, Tapaninkylä, Helsinki","
				Paritalo, 1971
			","
				3h + k +s
			","
445 000 €


","

445 000 €




106 m²



"
"Punamäenpolku 1, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1994
			","
				2H+KK+S
			","
10 977 €


","

10 977 €




45,5 m²



"
"Kylätie 12 A, Etelä-Haaga, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, kph, parveke
			","
269 000 €


","

269 000 €




51 m²



"
"Huvilakatu 5-7 B, Ullanlinna, Helsinki","
				Kerrostalo, 1908
			","
				2h,k,kph,parvi ja terassi (YJ:n mukaan 2 h-k-kph)
			","
874 000 €


","

874 000 €




75 m²



"
"Kalasatamankatu 9, Kalasatama, Helsinki","
				Kerrostalo, 2019
			","
				2h + avok + s
			","
449 000 €


","

449 000 €




48 m²



"
"Kiviteltankatu 5 A, Viikinmäki, Helsinki","
				Kerrostalo, 2005
			","
				3h,avok,kph,las.parv (Yj. 3h,k,s)
			","
285 000 €


","

285 000 €




65,5 m²



"
"Hiihtäjäntie 2 a, Herttoniemi, Helsinki","
				Kerrostalo, 1973
			",,"
294 500 €


","

294 500 €




62,5 m²



"
"Kontulankaari 3 C, Kontula, Helsinki","
				Kerrostalo, 1967
			","
				3h + avok + p
			","
145 000 €


","

145 000 €




59,5 m²



"
"Mesenaatintie 4 C 27, Tali, Helsinki","
				Kerrostalo, 1992
			","
				2h+k+kph+las.parv
			","
207 000 €


","

207 000 €




46,5 m²



"
"Puistokaari 8, Lauttasaari, Helsinki","
				Kerrostalo, 1958
			","
				3h, kph, kk ja ruokailutila, parveke
			","
385 000 €


","

385 000 €




63 m²



"
"Hämeentie 70 D, Vallila, Helsinki","
				Kerrostalo, 1953
			","
				3h+kk+kh (yhtiöjärjestyksen mukaan 3 h+kk+kh)
			","
449 000 €


","

449 000 €




68 m²



"
"Vespertie 3 C, Etelä-Haaga, Helsinki","
				Kerrostalo, 1966
			","
				2h+k+kph (2h+k)
			","
274 000 €


","

274 000 €




50 m²



"
"Kalasatamankatu 32, Verkkosaari, Helsinki","
				Kerrostalo, 2023
			","
				3h + avok + p
			","
382 690 €


","

382 690 €




62,5 m²



"
"Kalasatamankatu 32, Verkkosaari, Helsinki","
				Kerrostalo, 2023
			","
				2h + avok + p
			","
254 713 €


","

254 713 €




38 m²



"
"Ulappasaarentie 8 B, Vuosaari, Helsinki","
				Kerrostalo, 1969
			","
				3h+k+kph+wc+lasitettu parveke (7/8 kerros)
			","
215 000 €


","

215 000 €




81 m²



"
"Englantilaisaukio 10 A, Kalasatama, Helsinki","
				Kerrostalo, 2021
			","
				2h, avok, kph, viherhuone (yj:n mukaan 2H+KT)
			","
429 000 €


","

429 000 €




51,5 m²



"
"Saukonpaadenranta 20 A, Jätkäsaari, Helsinki","
				Kerrostalo, 2016
			","
				2 h, avok, kph, s, lasit. p. (yj: 2 h+kt+s)
			","
498 000 €


","

498 000 €




49 m²



"
"Fleminginkatu 16 B, Kallio, Helsinki","
				Kerrostalo, 1972
			","
				2h +kk
			","
279 500 €


","

279 500 €




43 m²



"
"Maistraatinkatu 5 F, Länsi-Pasila, Helsinki","
				Kerrostalo, 1985
			","
				3h+k+kph+vh+las.p
			","
280 000 €


				Hoitovastike 462,4 €/kk
			
","

280 000 €


				Hoitovastike 462,4 €/kk
			


74,5 m²

				3 758,4 €/m²
			


1/5

				Kerros
			

"
"Läntinen Brahenkatu 6 B, Kallio, Helsinki","
				Kerrostalo, 1912
			","
				2h, avok, kph, et, las.parv
			","
400 000 €


","

400 000 €




52 m²



"
"Koskelantie 56 B, Käpylä, Helsinki","
				Kerrostalo, 1944
			","
				2h+kk+kph+p
			","
220 000 €


","

220 000 €




38 m²



"
"Lönnrotinkatu 28, Kamppi, Helsinki","
				Kerrostalo, 1938
			","
				2h, avokeittiö, kph, vh
			","
459 000 €


","

459 000 €




45 m²



"
"Kruununhaankatu 4, Kruununhaka, Helsinki","
				Kerrostalo, 1911
			","
				3h+k+kph+erill.wc
			","
568 000 €


","

568 000 €




86,6 m²



"
"Liisankatu 6, Kruununhaka, Helsinki","
				Kerrostalo, 1928
			","
				3h+avok+kph/wc+sauna, kodinh.tila+wc
			","
998 000 €


","

998 000 €




121 m²



"
"Liisankatu 17, Kruununhaka, Helsinki","
				Kerrostalo, 1911
			","
				3h+avok+kph+s+erill.wc
			","
556 000 €


","

556 000 €




83 m²



"
"Kolsarintie 6 B, Konala, Helsinki","
				Kerrostalo, 1963
			","
				3h+kk+kph+2xvh+lasit.p.
			","
189 000 €


","

189 000 €




60 m²



"
"Nuppukuja 5 E, Viikki, Helsinki","
				Kerrostalo, 2004
			","
				2 h + kk + kph + lasit.terassiparveke
			","
248 900 €


","

248 900 €




44 m²



"
"Piikintie 5 D, Pakila, Helsinki","
				Rivitalo, 1983
			","
				3h+k+kph+s+wc+terassi+piha
			","
315 000 €


","

315 000 €




75,5 m²



"
"Kyläkirkontie 6-10, Pitäjänmäki, Helsinki","
				Kerrostalo, 1988
			","
				3h, k, kph/wc, vh, 2 x las. parv.
			","
254 000 €


","

254 000 €




91 m²



"
"Topeliuksenkatu 29, Töölö, Helsinki","
				Kerrostalo, 1937
			","
				2h, k, halli, kph/wc
			","
375 000 €


","

375 000 €




56 m²



"
"Kalasatamankatu 20, Kalasatama, Helsinki","
				Kerrostalo, 2020
			","
				2h + avok + p
			","
376 066 €


","

376 066 €




48,5 m²



"
"Porekuja 5 H, Laajasalo, Helsinki","
				Kerrostalo, 1990
			","
				2h, k, kph, et, piha
			","
167 000 €


","

167 000 €




45 m²



"
"Ruonasalmentie 17, Tammisalo, Helsinki","
				Rivitalo, 2025
			","
				3h,   k,   kph,   s,   var,   terassi, piha
			","
452 961 €


","

452 961 €




73 m²



"
"Aallonhalkoja 3 E, Sompasaari, Helsinki","
				Kerrostalo, 2020
			","
				3h,k,kph,lasitettu parveke (YJ mukaan 3h+k)
			","
565 000 €


","

565 000 €




65 m²



"
"Koskelantie 31 B, Käpylä, Helsinki","
				Kerrostalo, 1952
			","
				3h, k, kph, eril.wc, parveke
			","
349 000 €


","

349 000 €




77 m²



"
"Meri-Rastilan tie 9 F, Vuosaari, Helsinki","
				Kerrostalo, 1992
			","
				3h, k, kph, lasit.parveke
			","
189 000 €


","

189 000 €




71,5 m²



"
"Lauttasaarentie 54, Lauttasaari, Helsinki","
				Kerrostalo, 2020
			","
				3h + kph + s + erillinen wc + lasitettu parveke
			","
543 000 €


","

543 000 €




75 m²



"
"Matruusinkatu 4 B, Katajanokka, Helsinki","
				Kerrostalo, 1981
			","
				3h, keittiö, kh, parveke (yj. 3h+k)
			","
400 000 €


","

400 000 €




75 m²



"
"Ulvilantie 19a c55, Munkkiniemi, Helsinki","
				Kerrostalo, 1957
			","
				2h + kk
			","
219 880 €


","

219 880 €




38 m²



"
"Maaherrantie 34, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				2h + kt + s + p
			","
349 900 €


","

349 900 €




45,5 m²



"
"Strömbergintie 8, Pitäjänmäki, Helsinki","
				Kerrostalo, 2000
			","
				2h + lasitettu p
			","
275 000 €


","

275 000 €




60 m²



"
"Topeliuksenkatu 37 a, Taka-Töölö, Helsinki","
				Kerrostalo, 1936
			","
				2h, kk, kph, p
			","
295 000 €


","

295 000 €




44 m²



"
"Urheilukatu 20 B, Töölö, Helsinki","
				Kerrostalo, 1929
			","
				2h+avok+kph (yhtiöjärjestyksen mukaan kaksio+kk)
			","
298 000 €


				Hoitovastike 184 €/kk
			
","

298 000 €


				Hoitovastike 184 €/kk
			


36,8 m²

				8 097,8 €/m²
			


4/6

				Kerros
			

"
"Välitalontie 79, Länsi-Pakila, Helsinki","
				Kerrostalo, 1958
			","
				2h+kk+kph
			","
189 000 €


","

189 000 €




42 m²



"
"Tuulimyllyntie 3, Myllypuro, Helsinki","
				Kerrostalo, 2021
			","
				2h+k+kph+vh+r.parv
			","
229 000 €


","

229 000 €




63 m²



"
"Sammonkatu 7 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1926
			","
				3h, k, halli, 2 kph, wc, khh
			","
815 000 €


","

815 000 €




97,2 m²



"
"Linnanpellonkuja 1-3, Vartioharju, Helsinki","
				Paritalo, 1989
			","
				2h, kt, s, 11 asunnon yhtiössä
			","
138 000 €


","

138 000 €




37,8 m²



"
"Vattuniemenkatu 14 B, Lauttasaari, Helsinki","
				Kerrostalo, 1977
			","
				2h,k,kph,lasitt.parveke
			","
279 000 €


","

279 000 €




50 m²



"
"Siilikuja 1, Herttoniemi, Helsinki","
				Kerrostalo, 2021
			","
				2h+k+kph+p+vh
			","
209 000 €


","

209 000 €




33 m²



"
"Mannerheimintie 61 A, Taka-Töölö, Helsinki","
				Kerrostalo, 1938
			","
				3-4h+avok+kph+erill.wc+2vh (yhtiöjärjestyksen mukaan 2h+k)
			","
412 000 €


","

412 000 €




72 m²



"
"Relanderinaukio 1, Kulosaari, Helsinki","
				Kerrostalo, 1961
			","
				2h+avok.+kph+parveke
			","
264 000 €


","

264 000 €




40 m²



"
"Petaksentie 4 A 8, Pirkkola, Helsinki","
				Kerrostalo, 2025
			","
				2H+KT+Lasitettu parveke
			","
287 732 €


","

287 732 €




49 m²



"
"Muinaisrannantie 7, Mellunkylä, Helsinki","
				Luhtitalo, 2019
			","
				2h+kt
			","
32 428 €


","

32 428 €




42,5 m²



"
"Paciuksenkaari 16, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1997
			","
				2H+KK+S
			","
18 900 €


","

18 900 €




49,5 m²



"
"Kanttorintie 17, Puistola, Helsinki","
				Rivitalo, 2004
			","
				3h, k, s, kph, erillis wc, terassi
			","
279 000 €


","

279 000 €




75 m²



"
"Rapakivenkuja 2, Pihlajamäki, Helsinki","
				Kerrostalo, 1964
			","
				2h, kk, kph, vh, lasitettu p
			","
160 000 €


","

160 000 €




45,5 m²



"
"Kaarikuja 1, Mellunkylä, Helsinki","
				Kerrostalo, 1967
			","
				2h + kk
			","
99 000 €


","

99 000 €




43 m²



"
"Wallininkuja 5 A, Kallio, Helsinki","
				Kerrostalo, 1968
			","
				3h+k+kph+wc+vh+p
			","
465 000 €


","

465 000 €




76 m²



"
"Karpalokuja 3 A, Mellunkylä, Helsinki","
				Luhtitalo, 2019
			","
				2h+avok+kph+lasitettu parveke
			","
224 000 €


","

224 000 €




55,5 m²



"
"Karistimentie 2 E, Myllypuro, Helsinki","
				Kerrostalo, 1964
			","
				2h, kk, kph, vh, lasitettu parveke
			","
149 000 €


","

149 000 €




50,5 m²



"
"Lönnrotinkatu 41 A, Hietalahti, Helsinki","
				Kerrostalo, 1940
			","
				2-3h+avok+kph+et
			","
339 000 €


","

339 000 €




53 m²



"
"Kirjatyöntekijänkatu 12 A, Kruununhaka, Helsinki","
				Kerrostalo, 1939
			","
				2h,kk
			","
398 000 €


","

398 000 €




50 m²



"
"Kalasatamankatu 36, Kalasatama Verkkosaari, Helsinki","
				Kerrostalo, 2024
			","
				3h + p
			","
419 450 €


","

419 450 €




69,5 m²



"
"Hela-aukio 3, Malmi, Helsinki","
				Kerrostalo, 2011
			","
				3h, avok, kph, s, lasitettu parveke
			","
305 000 €


","

305 000 €




77 m²



"
"Kokkokalliontie 7 B, Pitäjänmäki, Helsinki","
				Kerrostalo, 1974
			","
				3h+k+kph+erillis-wc+las.p
			","
222 000 €


","

222 000 €




78 m²



"
"Huovitie 7, Haaga, Helsinki","
				Kerrostalo, 1954
			","
				3h, kk, kph + parveke
			","
269 000 €


","

269 000 €




50,5 m²



"
"Suursuontie 10 B, Maunula, Helsinki","
				Kerrostalo, 1962
			","
				3h, k, kph, lasit. parveke
			","
275 600 €


","

275 600 €




62,5 m²



"
"Kuninkaantammenkierto 12 B, Kuninkaantammi, Helsinki","
				Kerrostalo, 2018
			","
				2h, kt, s, lasit. parveke (Yj. 2h+kt+s)
			","
259 900 €


","

259 900 €




52,5 m²



"
"Liusketie 19, Pihlajamäki, Helsinki","
				Kerrostalo, 1987
			","
				3h, k, kph
			","
148 000 €


","

148 000 €




69,5 m²



"
"Ristiretkeläistenkatu 14 E, Viikinmäki, Helsinki","
				Kerrostalo, 2022
			","
				3h, kt, kph, lasitettu parveke (3H+KT)
			","
339 000 €


","

339 000 €




63 m²



"
"Lumikintie 6, Roihuvuori, Helsinki","
				Kerrostalo, 1958
			","
				3h+avok+kph+lasit.parv.+vh
			","
249 000 €


","

249 000 €




56,5 m²



"
"Töölöntullinkatu 4 b E 18, Meilahti, Helsinki","
				Kerrostalo, 2021
			","
				2h+kt
			","
479 700 €


","

479 700 €




41 m²



"
"Töölöntullinkatu 6 C 21, Meilahti, Helsinki","
				Kerrostalo, 2022
			","
				3h+kt+s
			","
668 700 €


","

668 700 €




73 m²



"
"Töölöntullinkatu 4 a B 47, Meilahti, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt+s
			","
523 100 €


","

523 100 €




43 m²



"
"Myllypellonpolku 3 B, Veräjälaakso, Helsinki","
				Kerrostalo, 1999
			","
				2h+kk+s
			","
206 000 €


","

206 000 €




49 m²



"
"Englantilaisaukio 10 A, Kalasatama, Helsinki","
				Kerrostalo, 2021
			","
				3h+kt
			","
659 000 €


","

659 000 €




65 m²



"
"Leikosaarentie 27 A, Aurinkolahti, Helsinki","
				Kerrostalo, 2003
			","
				3h+k+s
			","
322 000 €


","

322 000 €




66,5 m²



"
"Huhtakivenkuja 2 B, Mellunkylä, Helsinki","
				Rivitalo, 2017
			","
				3h+ k+ s+ 2x kph+ p+ terassi
			","
269 000 €


","

269 000 €




69,5 m²



"
"Karpalokuja 6 as 14, Kurkimäki, Helsinki","
				Kerrostalo, 1989
			","
				2h+k+kph+s+ter
			","
169 000 €


","

169 000 €




58,5 m²



"
"Kivisaarentie 3 A, Vuosaari, Helsinki","
				Kerrostalo, 1965
			","
				2h, kk, kph, lasitettu parveke
			","
117 000 €


","

117 000 €




52,5 m²



"
"Neulapadontie 8, Myllypuro, Helsinki","
				Kerrostalo, 1965
			","
				2h, k, kph, vh, las.parveke
			","
144 000 €


","

144 000 €




53,5 m²



"
"Rehbinderintie 13 A, Eira, Helsinki","
				Kerrostalo, 1912
			","
				3 h + k + kph 
			","
1 280 000 €


","

1 280 000 €




94 m²



"
"Kasarmikatu 20, Kaartinkaupunki, Helsinki","
				Kerrostalo, 1913
			","
				2h +k+2 kph+sauna+vh+parveke
			","
895 000 €


","

895 000 €




82 m²



"
"Keinutie 7, Kontula, Helsinki","
				Kerrostalo, 1966
			","
				3h+k+kph+lasit.parv.
			","
139 000 €


","

139 000 €




59,5 m²



"
"Teollisuuskatu 28, Vallila, Helsinki","
				Kerrostalo, 2019
			","
				2h+avok+lasitettu parveke (yhtiöjärjestyksen mukaan 2 (-3) h+kt)
			","
443 000 €


","

443 000 €




58 m²



"
"Kivikonkaari 38, Mellunkylä, Helsinki","
				Kerrostalo, 2014
			","
				3h+k
			","
49 766 €


","

49 766 €




80,5 m²



"
"Kuparitie 10, Haaga, Helsinki","
				Kerrostalo, 1980
			","
				3h + k + vh 
			","
259 000 €


","

259 000 €




74,5 m²



"
"Bulevardi 11 G, Punavuori, Helsinki","
				Kerrostalo, 1903
			","
				2h+keittiö+kph
			","
498 000 €


","

498 000 €




56,8 m²



"
"Hollantilaisentie 11 A, Munkkiniemi, Helsinki","
				Kerrostalo, 2022
			","
				2-3h, avok, kph, s, eril. WC (yj. 2H+K+S+KPH)
			","
919 000 €


","

919 000 €




88 m²



"
"Ulappasaarentie 3, Vuosaari, Helsinki","
				Kerrostalo, 1971
			","
				3h, k, kph, wc, iso terassiparveke
			","
199 500 €


","

199 500 €




75 m²



"
"Santavuorentie 5 D, Haaga, Helsinki","
				Kerrostalo, 1952
			","
				2h, k, parveke
			","
268 000 €


","

268 000 €




51 m²



"
